invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall,gender,age,payment_method
I227154,C278142,Cosmetics,3,121.98,22-12-2021,Kanyon,Female,29.0,Cash
I133197,C330779,Cosmetics,2,81.32,04-02-2021,Forum Istanbul,Male,68.0,Credit Card
I542618,C282968,Cosmetics,3,121.98,22-02-2022,Emaar Square Mall,Female,50.0,Debit Card
I522612,C852668,Toys,3,107.52,14-09-2021,Kanyon,Female,44.0,Cash
I336817,C274936,Clothing,1,300.08,03-08-2021,Cevahir AVM,Female,47.0,Cash
I216982,C269751,Souvenir,4,46.92,02-01-2023,Metrocity,Female,48.0,Cash
I317443,C136051,Toys,1,35.84,23-11-2022,Mall of Istanbul,Female,39.0,Credit Card
I115679,C266462,Clothing,1,300.08,10-01-2023,Kanyon,Male,27.0,Cash
I227707,C329163,Shoes,4,2400.68,10-01-2022,Viaport Outlet,Female,34.0,Cash
I238456,C305398,Food & Beverage,1,5.23,06-08-2022,Kanyon,Female,65.0,Cash
I940840,C267961,Cosmetics,2,81.32,19-02-2023,Istinye Park,Female,53.0,Cash
I298805,C101248,Food & Beverage,3,15.69,29-06-2021,Kanyon,Female,19.0,Credit Card
I169894,C165812,Clothing,2,600.16,01-07-2021,Istinye Park,Female,19.0,Cash
I183571,C339518,Food & Beverage,1,5.23,07-02-2022,Metrocity,Female,31.0,Credit Card
I921232,C235057,Toys,2,71.68,10-10-2021,Cevahir AVM,Female,43.0,Cash
I130799,C103944,Clothing,3,900.24,30-06-2021,Metrocity,Male,42.0,Credit Card
I199384,C260889,Books,4,60.6,24-03-2022,Kanyon,Male,58.0,Credit Card
I300557,C207753,Cosmetics,3,121.98,17-09-2022,Istinye Park,Female,34.0,Debit Card
I162186,C204154,Cosmetics,2,81.32,31-07-2021,Istinye Park,Female,32.0,Debit Card
I299125,C290344,Souvenir,4,46.92,21-11-2022,Kanyon,Male,27.0,Credit Card
I720017,C730395,Food & Beverage,2,10.46,04-09-2022,Kanyon,Female,28.0,Credit Card
I293086,C312155,Cosmetics,3,121.98,18-02-2021,Kanyon,Male,55.0,Credit Card
I995407,C259743,Souvenir,3,35.19,21-03-2021,Metropol AVM,Female,48.0,Cash
I306845,C605200,Food & Beverage,4,20.92,02-09-2022,Mall of Istanbul,Female,46.0,Credit Card
I274190,C317850,Toys,3,107.52,16-06-2021,Metropol AVM,Female,20.0,Cash
I305432,C986860,Toys,3,107.52,26-01-2023,Mall of Istanbul,Male,39.0,Credit Card
I224122,C236428,Clothing,5,1500.4,01-07-2022,Mall of Istanbul,Male,44.0,Credit Card
I119142,C278588,Cosmetics,5,203.3,25-01-2023,Cevahir AVM,Female,35.0,Debit Card
I117526,C154184,Cosmetics,5,203.3,23-09-2022,Emaar Square Mall,Male,48.0,Credit Card
I195735,C287459,Clothing,1,300.08,08-09-2021,Kanyon,Female,22.0,Credit Card
I243930,C617884,Technology,3,3150.0,31-10-2022,Istinye Park,Female,52.0,Debit Card
I320007,C294024,Clothing,5,1500.4,18-10-2021,Metrocity,Male,45.0,Debit Card
I339004,C790567,Clothing,4,1200.32,15-07-2022,Mall of Istanbul,Male,64.0,Credit Card
I139437,C799447,Souvenir,5,58.65,31-05-2021,Mall of Istanbul,Male,38.0,Credit Card
I325491,C144628,Shoes,2,1200.34,22-12-2021,Kanyon,Female,45.0,Cash
I332582,C260810,Souvenir,5,58.65,28-10-2022,Metropol AVM,Female,41.0,Cash
I976566,C670524,Cosmetics,1,40.66,13-06-2021,Forum Istanbul,Female,57.0,Cash
I420592,C334281,Food & Beverage,4,20.92,25-09-2022,Kanyon,Male,57.0,Debit Card
I312499,C314173,Books,1,15.15,18-08-2021,Mall of Istanbul,Female,60.0,Credit Card
I304591,C122712,Food & Beverage,2,10.46,16-09-2021,Kanyon,Female,44.0,Debit Card
I122118,C276111,Cosmetics,5,203.3,15-11-2022,Metrocity,Male,38.0,Cash
I297539,C277924,Food & Beverage,3,15.69,07-08-2021,Mall of Istanbul,Male,65.0,Credit Card
I339496,C286466,Clothing,1,300.08,25-05-2021,Metropol AVM,Male,30.0,Debit Card
I160687,C327001,Clothing,2,600.16,12-07-2022,Istinye Park,Female,50.0,Debit Card
I153842,C509924,Food & Beverage,3,15.69,14-09-2022,Forum Istanbul,Female,19.0,Credit Card
I615452,C453635,Shoes,1,600.17,06-03-2022,Metrocity,Male,26.0,Debit Card
I908600,C259539,Cosmetics,4,162.64,23-02-2023,Forum Istanbul,Female,54.0,Credit Card
I708279,C729392,Cosmetics,3,121.98,25-06-2021,Emaar Square Mall,Female,63.0,Credit Card
I328691,C280085,Clothing,2,600.16,31-07-2022,Metrocity,Female,66.0,Debit Card
I423782,C767634,Cosmetics,2,81.32,08-04-2021,Mall of Istanbul,Female,48.0,Debit Card
I123315,C230018,Clothing,2,600.16,01-04-2021,Zorlu Center,Male,46.0,Debit Card
I182578,C238063,Shoes,4,2400.68,13-02-2022,Kanyon,Male,54.0,Cash
I403818,C308584,Books,5,75.75,15-06-2022,Viaport Outlet,Male,62.0,Cash
I508712,C216619,Toys,3,107.52,19-07-2022,Mall of Istanbul,Female,64.0,Credit Card
I959992,C241523,Food & Beverage,3,15.69,01-07-2022,Metrocity,Male,55.0,Cash
I279688,C209761,Clothing,1,300.08,19-06-2021,Cevahir AVM,Female,20.0,Credit Card
I300847,C329153,Toys,5,179.2,11-01-2022,Istinye Park,Male,41.0,Credit Card
I170966,C126702,Food & Beverage,5,26.15,05-12-2022,Istinye Park,Male,54.0,Credit Card
I230221,C287787,Clothing,1,300.08,21-04-2021,Metropol AVM,Male,34.0,Cash
I317354,C142943,Clothing,1,300.08,10-11-2021,Metropol AVM,Female,31.0,Cash
I155404,C100484,Toys,4,143.36,19-09-2022,Metrocity,Male,48.0,Cash
I151181,C260213,Clothing,2,600.16,18-01-2021,Emaar Square Mall,Female,44.0,Debit Card
I144046,C210589,Shoes,1,600.17,21-04-2022,Kanyon,Female,42.0,Credit Card
I959386,C885556,Shoes,1,600.17,25-11-2022,Mall of Istanbul,Male,25.0,Credit Card
I737965,C944366,Clothing,5,1500.4,09-11-2022,Kanyon,Male,64.0,Cash
I194017,C462011,Technology,5,5250.0,03-01-2022,Kanyon,Female,67.0,Cash
I252777,C262366,Clothing,2,600.16,19-02-2022,Zorlu Center,Female,55.0,Cash
I254142,C212400,Shoes,3,1800.51,15-12-2022,Emaar Square Mall,Female,62.0,Credit Card
I120850,C204307,Clothing,2,600.16,08-11-2021,Metrocity,Female,54.0,Credit Card
I220285,C162871,Food & Beverage,4,20.92,01-05-2022,Kanyon,Female,43.0,Credit Card
I180980,C119825,Clothing,2,600.16,14-04-2021,Forum Istanbul,Female,30.0,Cash
I301451,C260171,Cosmetics,5,203.3,28-06-2021,Kanyon,Female,58.0,Debit Card
I125700,C244973,Shoes,5,3000.85,10-06-2022,Forum Istanbul,Male,49.0,Credit Card
I533062,C208765,Clothing,3,900.24,12-05-2022,Mall of Istanbul,Female,49.0,Cash
I998874,C321053,Clothing,5,1500.4,27-12-2022,Mall of Istanbul,Female,19.0,Debit Card
I325619,C183356,Food & Beverage,1,5.23,16-08-2021,Kanyon,Female,58.0,Debit Card
I200646,C155763,Food & Beverage,2,10.46,05-03-2021,Kanyon,Female,49.0,Credit Card
I337094,C567509,Technology,1,1050.0,09-02-2023,Zorlu Center,Female,50.0,Cash
I436935,C486241,Cosmetics,4,162.64,26-02-2023,Istinye Park,Female,21.0,Cash
I585560,C306892,Shoes,2,1200.34,17-02-2023,Mall of Istanbul,Male,21.0,Cash
I191967,C266819,Cosmetics,5,203.3,08-08-2022,Kanyon,Male,63.0,Credit Card
I304567,C317897,Souvenir,2,23.46,08-03-2023,Forum Istanbul,Male,30.0,Credit Card
I232809,C545424,Shoes,5,3000.85,02-10-2021,Metrocity,Male,66.0,Credit Card
I157441,C224223,Food & Beverage,4,20.92,22-12-2021,Mall of Istanbul,Female,23.0,Cash
I591015,C286181,Clothing,1,300.08,12-09-2021,Metrocity,Female,69.0,Cash
I219334,C144371,Shoes,4,2400.68,23-03-2022,Kanyon,Female,45.0,Credit Card
I162719,C402433,Clothing,5,1500.4,11-12-2021,Emaar Square Mall,Male,53.0,Credit Card
I237375,C297425,Books,1,15.15,29-12-2022,Istinye Park,Female,50.0,Cash
I289611,C222906,Clothing,3,900.24,08-03-2023,Cevahir AVM,Female,45.0,Debit Card
I217650,C236397,Food & Beverage,3,15.69,10-02-2021,Forum Istanbul,Female,47.0,Debit Card
I214129,C309079,Clothing,1,300.08,10-05-2021,Metrocity,Female,36.0,Debit Card
I300799,C116633,Food & Beverage,3,15.69,06-03-2022,Metropol AVM,Female,61.0,Cash
I163771,C259606,Toys,4,143.36,29-03-2021,Mall of Istanbul,Female,46.0,Credit Card
I252528,C333065,Technology,5,5250.0,04-10-2022,Cevahir AVM,Male,47.0,Debit Card
I147387,C211494,Clothing,5,1500.4,04-11-2021,Mall of Istanbul,Female,38.0,Cash
I186255,C302831,Clothing,1,300.08,08-11-2022,Kanyon,Female,41.0,Credit Card
I308341,C282397,Clothing,4,1200.32,17-05-2021,Istinye Park,Male,29.0,Cash
I177664,C233697,Cosmetics,3,121.98,16-06-2022,Kanyon,Female,58.0,Credit Card
I278519,C129976,Technology,3,3150.0,24-09-2022,Cevahir AVM,Male,69.0,Debit Card
I160636,C812053,Cosmetics,4,162.64,04-04-2022,Metropol AVM,Female,53.0,Cash
I306136,C324783,Food & Beverage,1,5.23,18-10-2022,Metrocity,Male,26.0,Cash
I240224,C281502,Food & Beverage,1,5.23,16-10-2021,Mall of Istanbul,Male,53.0,Cash
I227030,C433234,Clothing,4,1200.32,17-05-2021,Istinye Park,Female,63.0,Credit Card
I258204,C167183,Clothing,1,300.08,03-02-2023,Emaar Square Mall,Female,54.0,Credit Card
I231070,C311195,Clothing,5,1500.4,15-11-2022,Forum Istanbul,Female,54.0,Debit Card
I434983,C107399,Souvenir,2,23.46,29-07-2021,Istinye Park,Male,45.0,Credit Card
I326925,C992967,Toys,4,143.36,17-07-2021,Kanyon,Female,62.0,Credit Card
I183840,C246719,Clothing,1,300.08,08-03-2022,Viaport Outlet,Female,18.0,Credit Card
I533184,C220859,Shoes,5,3000.85,22-09-2022,Zorlu Center,Female,44.0,Credit Card
I735039,C285422,Clothing,1,300.08,01-08-2022,Metropol AVM,Male,50.0,Cash
I319997,C217049,Clothing,5,1500.4,03-04-2021,Istinye Park,Male,31.0,Credit Card
I228150,C141094,Clothing,5,1500.4,21-11-2021,Zorlu Center,Male,62.0,Cash
I215373,C310628,Clothing,5,1500.4,17-09-2021,Kanyon,Female,20.0,Debit Card
I275695,C297711,Books,5,75.75,09-08-2022,Mall of Istanbul,Female,65.0,Cash
I107255,C211354,Souvenir,1,11.73,08-09-2021,Metrocity,Female,63.0,Cash
I301538,C281864,Food & Beverage,4,20.92,08-10-2021,Mall of Istanbul,Female,57.0,Cash
I119469,C234177,Clothing,1,300.08,03-03-2021,Metropol AVM,Female,59.0,Debit Card
I678313,C335822,Clothing,4,1200.32,26-12-2021,Zorlu Center,Female,44.0,Debit Card
I264491,C107261,Cosmetics,5,203.3,13-02-2023,Metropol AVM,Female,63.0,Credit Card
I177957,C653357,Clothing,4,1200.32,04-07-2021,Cevahir AVM,Male,65.0,Cash
I188384,C327084,Clothing,1,300.08,26-01-2021,Istinye Park,Female,68.0,Cash
I527111,C218706,Food & Beverage,2,10.46,05-10-2022,Metropol AVM,Female,21.0,Debit Card
I152252,C321931,Books,5,75.75,05-04-2021,Mall of Istanbul,Female,33.0,Credit Card
I131076,C403983,Souvenir,2,23.46,27-03-2021,Metrocity,Female,23.0,Cash
I151031,C137912,Souvenir,5,58.65,21-11-2022,Mall of Istanbul,Female,49.0,Cash
I638444,C229733,Shoes,2,1200.34,21-02-2022,Metropol AVM,Male,57.0,Credit Card
I884439,C304835,Toys,4,143.36,22-08-2022,Kanyon,Female,54.0,Credit Card
I381853,C124933,Cosmetics,3,121.98,06-12-2022,Emaar Square Mall,Female,41.0,Credit Card
I104404,C111115,Shoes,3,1800.51,25-03-2021,Kanyon,Female,21.0,Cash
I926542,C248988,Toys,1,35.84,05-03-2021,Kanyon,Female,45.0,Debit Card
I263473,C162574,Shoes,3,1800.51,02-08-2021,Kanyon,Female,58.0,Credit Card
I177317,C331880,Food & Beverage,4,20.92,16-04-2021,Mall of Istanbul,Male,53.0,Cash
I941223,C291911,Clothing,5,1500.4,03-02-2023,Emaar Square Mall,Female,53.0,Credit Card
I323436,C153958,Food & Beverage,5,26.15,06-05-2022,Kanyon,Male,39.0,Debit Card
I245250,C125209,Shoes,1,600.17,05-02-2022,Mall of Istanbul,Female,21.0,Cash
I589196,C320640,Toys,1,35.84,01-12-2022,Mall of Istanbul,Female,51.0,Credit Card
I241028,C803666,Clothing,2,600.16,16-12-2021,Emaar Square Mall,Male,50.0,Debit Card
I846943,C134691,Cosmetics,4,162.64,06-01-2023,Mall of Istanbul,Female,50.0,Cash
I131492,C729802,Food & Beverage,3,15.69,08-12-2021,Kanyon,Male,61.0,Cash
I252340,C252250,Food & Beverage,5,26.15,23-02-2021,Mall of Istanbul,Male,44.0,Credit Card
I571614,C208545,Souvenir,4,46.92,07-01-2022,Istinye Park,Female,31.0,Debit Card
I269945,C310975,Food & Beverage,1,5.23,14-02-2022,Kanyon,Male,64.0,Credit Card
I293115,C109758,Clothing,2,600.16,20-05-2022,Viaport Outlet,Male,50.0,Credit Card
I180632,C214463,Clothing,1,300.08,15-10-2021,Istinye Park,Male,45.0,Credit Card
I946433,C387164,Technology,4,4200.0,02-02-2023,Kanyon,Female,29.0,Debit Card
I557864,C135196,Clothing,1,300.08,09-11-2021,Mall of Istanbul,Female,33.0,Cash
I721903,C284031,Food & Beverage,2,10.46,09-01-2023,Mall of Istanbul,Male,29.0,Cash
I995914,C259260,Technology,3,3150.0,22-11-2021,Metrocity,Male,65.0,Credit Card
I423124,C109593,Clothing,1,300.08,07-01-2023,Metrocity,Female,66.0,Cash
I318626,C270238,Cosmetics,3,121.98,23-09-2022,Istinye Park,Male,54.0,Credit Card
I284431,C308978,Technology,4,4200.0,24-06-2022,Metropol AVM,Male,44.0,Credit Card
I334469,C221607,Toys,5,179.2,04-07-2021,Kanyon,Male,46.0,Cash
I568785,C115148,Food & Beverage,5,26.15,23-08-2021,Metropol AVM,Male,37.0,Cash
I307376,C253248,Food & Beverage,5,26.15,11-08-2022,Metrocity,Female,22.0,Credit Card
I136509,C290760,Cosmetics,4,162.64,02-08-2021,Mall of Istanbul,Female,55.0,Cash
I194798,C258089,Technology,2,2100.0,07-07-2022,Mall of Istanbul,Male,41.0,Cash
I236520,C222102,Toys,3,107.52,13-02-2022,Viaport Outlet,Male,42.0,Credit Card
I295482,C209440,Shoes,3,1800.51,17-10-2022,Zorlu Center,Male,24.0,Credit Card
I472275,C203263,Cosmetics,4,162.64,14-11-2022,Metrocity,Female,43.0,Cash
I301404,C232103,Clothing,3,900.24,24-03-2021,Cevahir AVM,Male,40.0,Credit Card
I100487,C213360,Cosmetics,4,162.64,19-02-2021,Kanyon,Female,22.0,Cash
I206026,C225105,Books,1,15.15,12-11-2022,Forum Istanbul,Female,27.0,Cash
I332620,C158124,Cosmetics,2,81.32,13-04-2021,Mall of Istanbul,Female,68.0,Credit Card
I434161,C246484,Clothing,2,600.16,03-05-2021,Metropol AVM,Female,48.0,Credit Card
I166306,C197019,Clothing,3,900.24,24-04-2022,Viaport Outlet,Female,56.0,Cash
I207389,C947114,Clothing,3,900.24,17-12-2022,Kanyon,Male,25.0,Debit Card
I237018,C115431,Food & Beverage,4,20.92,19-11-2022,Mall of Istanbul,Male,30.0,Cash
I246114,C266394,Toys,5,179.2,22-09-2022,Metropol AVM,Female,49.0,Credit Card
I216889,C122371,Clothing,2,600.16,16-03-2022,Mall of Istanbul,Male,57.0,Credit Card
I137065,C736428,Food & Beverage,4,20.92,01-01-2022,Mall of Istanbul,Female,46.0,Cash
I284262,C127339,Food & Beverage,3,15.69,23-07-2021,Kanyon,Male,29.0,Cash
I154122,C164662,Cosmetics,1,40.66,22-12-2021,Metrocity,Female,69.0,Debit Card
I950429,C248884,Cosmetics,2,81.32,09-03-2022,Kanyon,Female,42.0,Debit Card
I499170,C100684,Toys,1,35.84,20-02-2022,Kanyon,Female,38.0,Credit Card
I253083,C240688,Clothing,2,600.16,14-11-2021,Metrocity,Female,46.0,Debit Card
I508173,C246364,Cosmetics,3,121.98,23-01-2022,Metropol AVM,Male,31.0,Debit Card
I763131,C195413,Clothing,5,1500.4,16-01-2021,Mall of Istanbul,Male,26.0,Cash
I149766,C197308,Cosmetics,3,121.98,02-04-2022,Mall of Istanbul,Female,48.0,Cash
I702817,C264767,Books,5,75.75,16-10-2022,Kanyon,Male,30.0,Credit Card
I208491,C299172,Clothing,1,300.08,18-01-2023,Kanyon,Male,56.0,Cash
I337030,C994327,Food & Beverage,2,10.46,27-09-2022,Metrocity,Male,65.0,Cash
I312041,C337644,Clothing,2,600.16,31-01-2022,Mall of Istanbul,Female,53.0,Credit Card
I150629,C175449,Clothing,3,900.24,10-12-2022,Kanyon,Female,43.0,Cash
I197620,C249092,Food & Beverage,2,10.46,08-04-2022,Metrocity,Male,26.0,Cash
I730771,C432132,Clothing,5,1500.4,05-08-2022,Metrocity,Male,23.0,Debit Card
I873382,C289802,Shoes,4,2400.68,07-01-2023,Metrocity,Female,54.0,Credit Card
I637675,C194330,Clothing,4,1200.32,28-06-2021,Kanyon,Male,56.0,Cash
I153278,C127945,Toys,2,71.68,04-06-2022,Mall of Istanbul,Female,37.0,Cash
I842493,C202057,Clothing,3,900.24,25-07-2021,Mall of Istanbul,Male,48.0,Debit Card
I156991,C315209,Food & Beverage,2,10.46,14-02-2021,Emaar Square Mall,Male,56.0,Debit Card
I722730,C323605,Souvenir,2,23.46,28-07-2022,Kanyon,Female,58.0,Cash
I299533,C282395,Food & Beverage,3,15.69,09-09-2022,Kanyon,Female,40.0,Credit Card
I187160,C109491,Shoes,5,3000.85,19-03-2022,Kanyon,Female,38.0,Debit Card
I101832,C261194,Cosmetics,3,121.98,25-12-2022,Kanyon,Female,40.0,Credit Card
I943403,C232330,Toys,1,35.84,20-09-2022,Mall of Istanbul,Male,64.0,Cash
I454983,C737782,Souvenir,5,58.65,12-04-2022,Mall of Istanbul,Male,28.0,Debit Card
I338302,C123201,Cosmetics,4,162.64,03-10-2021,Viaport Outlet,Male,49.0,Debit Card
I328822,C230641,Food & Beverage,3,15.69,13-06-2022,Metrocity,Male,51.0,Cash
I168181,C805154,Clothing,3,900.24,01-07-2021,Metrocity,Male,22.0,Credit Card
I108543,C330021,Clothing,5,1500.4,08-07-2022,Viaport Outlet,Female,67.0,Debit Card
I120615,C107668,Toys,2,71.68,02-02-2022,Istinye Park,Female,22.0,Credit Card
I248840,C209722,Clothing,3,900.24,10-11-2022,Mall of Istanbul,Female,26.0,Cash
I283774,C210614,Toys,1,35.84,01-01-2023,Istinye Park,Female,42.0,Debit Card
I212305,C212378,Books,1,15.15,06-11-2021,Emaar Square Mall,Female,45.0,Credit Card
I111228,C313586,Clothing,1,300.08,09-04-2021,Kanyon,Female,43.0,Credit Card
I230558,C292604,Cosmetics,2,81.32,31-07-2021,Kanyon,Female,35.0,Debit Card
I130124,C216257,Clothing,3,900.24,15-08-2022,Viaport Outlet,Male,49.0,Credit Card
I221797,C272779,Food & Beverage,3,15.69,24-08-2021,Metrocity,Female,49.0,Cash
I154490,C100507,Clothing,5,1500.4,24-01-2022,Mall of Istanbul,Male,33.0,Cash
I159376,C190072,Food & Beverage,2,10.46,14-06-2022,Metropol AVM,Female,65.0,Cash
I214545,C111827,Souvenir,4,46.92,05-12-2021,Metropol AVM,Male,40.0,Cash
I213589,C203955,Technology,2,2100.0,12-10-2021,Viaport Outlet,Male,68.0,Cash
I101148,C680169,Cosmetics,4,162.64,21-04-2022,Cevahir AVM,Female,26.0,Cash
I186663,C281091,Toys,1,35.84,24-06-2021,Kanyon,Male,38.0,Debit Card
I291062,C209122,Cosmetics,4,162.64,05-03-2023,Kanyon,Female,56.0,Credit Card
I103389,C231964,Cosmetics,1,40.66,09-05-2021,Kanyon,Male,19.0,Cash
I140596,C291641,Cosmetics,2,81.32,11-09-2021,Metrocity,Female,18.0,Cash
I115322,C315386,Food & Beverage,1,5.23,01-10-2021,Forum Istanbul,Male,55.0,Credit Card
I273800,C290158,Cosmetics,2,81.32,01-08-2021,Mall of Istanbul,Female,53.0,Cash
I384332,C226218,Cosmetics,1,40.66,04-09-2021,Metrocity,Female,69.0,Cash
I268628,C633946,Cosmetics,3,121.98,21-05-2021,Mall of Istanbul,Male,27.0,Cash
I146305,C118742,Food & Beverage,2,10.46,11-07-2022,Kanyon,Female,36.0,Cash
I648743,C218295,Shoes,5,3000.85,02-01-2023,Mall of Istanbul,Female,61.0,Debit Card
I148083,C636874,Cosmetics,5,203.3,29-06-2021,Istinye Park,Female,43.0,Credit Card
I733806,C310472,Food & Beverage,4,20.92,21-03-2021,Metropol AVM,Female,51.0,Credit Card
I214007,C119440,Toys,4,143.36,25-03-2022,Metrocity,Male,38.0,Credit Card
I480974,C230305,Food & Beverage,2,10.46,10-05-2021,Mall of Istanbul,Male,34.0,Debit Card
I126095,C197131,Food & Beverage,5,26.15,24-03-2022,Metropol AVM,Male,23.0,Credit Card
I100033,C278721,Food & Beverage,4,20.92,19-10-2021,Zorlu Center,Male,56.0,Credit Card
I265860,C247868,Food & Beverage,4,20.92,15-03-2022,Mall of Istanbul,Male,60.0,Credit Card
I512570,C834257,Souvenir,4,46.92,24-11-2022,Metrocity,Female,59.0,Cash
I118757,C242041,Clothing,1,300.08,21-07-2022,Kanyon,Male,43.0,Credit Card
I313516,C892871,Books,4,60.6,29-03-2021,Metrocity,Male,55.0,Cash
I223795,C280596,Clothing,3,900.24,26-12-2022,Metrocity,Male,40.0,Cash
I254341,C703073,Food & Beverage,2,10.46,21-01-2023,Metropol AVM,Female,43.0,Credit Card
I273435,C282097,Food & Beverage,4,20.92,06-11-2021,Emaar Square Mall,Male,59.0,Credit Card
I127616,C179726,Books,5,75.75,12-12-2021,Kanyon,Male,24.0,Debit Card
I893043,C838282,Clothing,5,1500.4,11-11-2022,Kanyon,Female,63.0,Credit Card
I295712,C181939,Food & Beverage,2,10.46,25-06-2022,Mall of Istanbul,Male,31.0,Cash
I162565,C755148,Clothing,2,600.16,04-07-2022,Istinye Park,Female,69.0,Credit Card
I300520,C282107,Books,3,45.45,02-02-2023,Metrocity,Female,36.0,Credit Card
I149473,C102560,Clothing,3,900.24,30-01-2021,Kanyon,Female,54.0,Cash
I936118,C229670,Food & Beverage,3,15.69,19-02-2023,Istinye Park,Male,22.0,Cash
I242648,C269986,Food & Beverage,1,5.23,22-06-2022,Metrocity,Male,39.0,Cash
I725938,C191300,Cosmetics,3,121.98,16-10-2022,Metropol AVM,Male,26.0,Debit Card
I299480,C167158,Shoes,2,1200.34,09-12-2022,Metrocity,Male,44.0,Credit Card
I134272,C318225,Toys,1,35.84,01-12-2022,Metropol AVM,Female,35.0,Debit Card
I128518,C101108,Shoes,1,600.17,06-09-2021,Mall of Istanbul,Female,66.0,Debit Card
I293208,C103073,Shoes,1,600.17,07-02-2022,Mall of Istanbul,Male,61.0,Cash
I332003,C299787,Cosmetics,2,81.32,16-12-2021,Cevahir AVM,Female,30.0,Credit Card
I251779,C555827,Toys,5,179.2,12-03-2022,Zorlu Center,Male,55.0,Debit Card
I334155,C992695,Books,3,45.45,15-12-2022,Viaport Outlet,Female,22.0,Debit Card
I724379,C178176,Clothing,1,300.08,26-12-2021,Metropol AVM,Female,51.0,Debit Card
I843249,C211245,Cosmetics,4,162.64,04-01-2021,Kanyon,Male,53.0,Cash
I292746,C139231,Clothing,5,1500.4,27-04-2022,Viaport Outlet,Female,54.0,Credit Card
I230701,C339339,Clothing,2,600.16,19-02-2023,Emaar Square Mall,Male,34.0,Credit Card
I230983,C321993,Clothing,1,300.08,02-03-2023,Kanyon,Female,49.0,Credit Card
I313187,C226519,Souvenir,4,46.92,28-01-2021,Kanyon,Female,41.0,Cash
I206607,C715684,Clothing,1,300.08,19-06-2021,Kanyon,Female,34.0,Credit Card
I323928,C328195,Cosmetics,3,121.98,16-07-2021,Cevahir AVM,Female,59.0,Cash
I374693,C284366,Food & Beverage,2,10.46,03-11-2021,Istinye Park,Female,20.0,Cash
I318521,C354398,Clothing,5,1500.4,16-11-2021,Mall of Istanbul,Female,23.0,Cash
I222827,C317063,Clothing,3,900.24,27-11-2022,Mall of Istanbul,Female,25.0,Credit Card
I649554,C156360,Toys,3,107.52,02-08-2021,Kanyon,Female,63.0,Debit Card
I111055,C474896,Technology,1,1050.0,26-08-2022,Mall of Istanbul,Male,68.0,Credit Card
I570709,C140082,Shoes,1,600.17,08-09-2021,Cevahir AVM,Male,58.0,Debit Card
I251307,C240510,Shoes,1,600.17,01-01-2022,Mall of Istanbul,Male,58.0,Debit Card
I117277,C292758,Clothing,1,300.08,11-01-2023,Istinye Park,Male,47.0,Credit Card
I240824,C222262,Clothing,5,1500.4,28-08-2021,Mall of Istanbul,Female,22.0,Credit Card
I135134,C130016,Cosmetics,1,40.66,01-03-2021,Metrocity,Female,51.0,Credit Card
I222401,C305749,Food & Beverage,5,26.15,22-05-2021,Viaport Outlet,Male,56.0,Cash
I263185,C316261,Clothing,5,1500.4,09-03-2021,Kanyon,Male,33.0,Cash
I311849,C178487,Technology,5,5250.0,21-04-2021,Cevahir AVM,Male,27.0,Debit Card
I137332,C205731,Shoes,4,2400.68,03-05-2021,Istinye Park,Male,50.0,Cash
I319596,C171122,Technology,1,1050.0,13-01-2022,Istinye Park,Female,49.0,Cash
I632642,C266021,Souvenir,5,58.65,12-03-2022,Mall of Istanbul,Female,52.0,Cash
I127930,C576719,Clothing,1,300.08,15-11-2022,Kanyon,Male,54.0,Cash
I258931,C254022,Cosmetics,3,121.98,20-10-2021,Emaar Square Mall,Male,19.0,Credit Card
I230411,C121489,Cosmetics,5,203.3,30-09-2021,Mall of Istanbul,Female,49.0,Debit Card
I136610,C211545,Cosmetics,4,162.64,31-01-2021,Mall of Istanbul,Female,44.0,Credit Card
I234673,C245349,Food & Beverage,4,20.92,08-07-2021,Metropol AVM,Male,69.0,Credit Card
